first_name,second_name,web_name,id,team,total_points,dreamteam_count,element_type,in_dreamteam,now_cost,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
Laurent,Koscielny,Koscielny,7,1,0,0,2,FALSE,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinos,Mavropanos,Mavropanos,8,1,0,0,2,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carl,Jenkinson,Jenkinson,9,1,0,0,2,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreece,John-Jules,John-Jules,585,1,0,0,4,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zech,Medley,Medley,636,1,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Macey,Macey,646,1,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Smith,Smith,647,1,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Chester,Chester,23,2,0,0,2,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre,Green,Green,32,2,0,0,3,FALSE,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Birkir,Bjarnason,Bjarnason,33,2,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovre,Kalinic,Kalinic,474,2,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaine,Hayden,Hayden,659,2,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asmir,Begovic,Begovic,72,3,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Artur,Boruc,Boruc,73,3,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Saydee,Saydee,564,3,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin,Kilkenny,Kilkenny,565,3,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mihai-Alexandru,Dobre,Dobre,574,3,0,0,3,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon,Balogun,Balogun,40,4,0,0,2,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Clarke,Clarke,43,4,0,0,2,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Heriberto,Izquierdo Mena,Izquierdo,51,4,0,0,3,FALSE,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Knockaert,Knockaert,52,4,0,0,3,FALSE,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tudor,Baluta,Baluta,536,4,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex,Cochrane,Cochrane,666,4,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,Hart,Hart,95,5,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven,Defour,Defour,99,5,0,0,3,FALSE,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bailey,Peacock-Farrell,Peacock-Farrell,495,5,0,0,1,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mace,Goodridge,Goodridge,571,5,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abd-Al-Ali Morakinyo Olaposi,Koiki,Koiki,596,5,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy,Dunne,Dunne,638,5,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobby,Thomas,Thomas,639,5,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukas,Jensen,Jensen,641,5,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh,Benson,Benson,653,5,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Mumbongo,Mumbongo,665,5,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davide,Zappacosta,Zappacosta,109,6,0,0,2,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan,Ampadu,Ampadu,121,6,0,0,3,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Kenedy,Nunes do Nascimento,Kenedy,462,6,0,0,3,FALSE,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addji Keaninkin Marc-Israel,Guehi,Guehi,545,6,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Bate,Bate,657,6,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Dreher,Dreher,140,7,0,0,3,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen,Henderson,Henderson,556,7,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Woods,Woods,578,7,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Daly,Daly,581,7,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nya,Kirby,Kirby,588,7,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovanni,McGregor,McGregor,608,7,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola,Tavares,Tavares,635,7,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John-Kymani,Gordon,Gordon,668,7,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ademola,Lookman,Lookman,155,8,0,0,3,FALSE,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idrissa,Gueye,Gueye,156,8,0,0,3,FALSE,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis,Gibson,Gibson,477,8,0,0,2,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,Lössl,Lössl,479,8,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,Baningime,557,8,0,0,3,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhu-endly,Martina,Cuco Martina,577,8,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Manuel,Neves Virgínia,Virgínia,629,8,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ellis,Simms,Simms,667,8,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldin,Jakupovic,Jakupovic,169,9,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Ward,Ward,170,9,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachid,Ghezzal,Ghezzal,173,9,0,0,3,FALSE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip,Benkovic,Benkovic,597,9,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darnell,Johnson,Johnson,662,9,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon,Mignolet,Mignolet,190,10,0,0,1,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafael,Camacho,Camacho,201,10,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,Lonergan,Lonergan,530,10,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caoimhin,Kelleher,Kelleher,531,10,0,0,1,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel,Phillips,Phillips,589,10,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana,Hoever,Hoever,628,10,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danilo Luiz,da Silva,Danilo,209,11,0,0,2,FALSE,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott,Carson,Carson,562,11,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,Harwood-Bellis,Harwood-Bellis,642,11,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole,Palmer,Palmer,643,11,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris,Smalling,Smalling,223,12,0,0,2,FALSE,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo,Darmian,Darmian,230,12,0,0,2,FALSE,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu,Lukaku,Lukaku,232,12,0,0,4,FALSE,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,Romero,236,12,0,0,1,FALSE,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,Grant,Grant,237,12,0,0,1,FALSE,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis,Sánchez,Sánchez,240,12,0,0,3,FALSE,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Luis,Mato Sanmartín,Joselu,261,13,0,0,4,FALSE,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karl,Darlow,Darlow,263,13,0,0,1,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frederick,Woodman,Woodman,264,13,0,0,1,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Colback,Colback,482,13,0,0,3,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,Murphy,483,13,0,0,3,FALSE,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rolando,Aarons,Aarons,499,13,0,0,3,FALSE,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert,Elliot,Elliot,573,13,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas,Allan,Allan,598,13,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,Gibson,Gibson,610,13,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,Young,Young,656,13,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archie,Mair,Mair,551,14,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Adshead,Adshead,669,14,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake,Eastwood,Eastwood,299,15,0,0,1,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Duffy,Duffy,300,15,0,0,3,FALSE,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Verrips,Verrips,521,15,0,0,1,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panagiotis,Retsos,Retsos,625,15,0,0,2,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayne,Ramsay,Ramsay,311,16,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie,Austin,Austin,312,16,0,0,4,FALSE,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Gallagher,Gallagher,316,16,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser,Forster,Forster,317,16,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elyounoussi,Elyounoussi,322,16,0,0,3,FALSE,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario,Lemina,Lemina,324,16,0,0,3,FALSE,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyreke,Johnson,Johnson,326,16,0,0,3,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Callum,Slattery,Slattery,327,16,0,0,3,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wesley,Hoedt,Hoedt,485,16,0,0,2,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,N'Lundulu,N'Lundulu,535,16,0,0,4,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Lewis,Lewis,548,16,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre,Jankewitz,Jankewitz,649,16,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Ferry,Ferry,654,16,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Maddox,Maddox,663,16,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran,Trippier,Trippier,334,17,0,0,2,FALSE,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent,Janssen,Janssen,339,17,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Amos,Amos,351,17,0,0,3,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Whiteman,Whiteman,543,17,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michel,Vorm,Vorm,555,17,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon,Austin,Austin,558,17,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,White,White,634,17,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis,Cirkin,Cirkin,655,17,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Navarro,Navarro,360,18,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pontus,Dahlberg,Dahlberg,367,18,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ken,Sema,Sema,372,18,0,0,3,FALSE,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heurelho da Silva,Gomes,Gomes,513,18,0,0,1,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayotomiwa,Dele-Bashiru,Dele-Bashiru,563,18,0,0,3,FALSE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adalberto,Peñaranda,Peñaranda,648,18,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko,Arnautovic,Arnautovic,385,19,0,0,4,FALSE,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Nascimento,Costa Silva,Xande Silva,387,19,0,0,4,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grady,Diangana,Diangana,398,19,0,0,3,FALSE,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro,Obiang,Obiang,400,19,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph,Anang,Anang,582,19,0,0,1,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gonçalo Bento,Soares Cardoso,Cardoso,594,19,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernardo,Costa Da Rosa,Rosa,595,19,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Lewis,Lewis,651,19,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conor,Coventry,Coventry,664,19,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John,Ruddy,Ruddy,412,20,0,0,1,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will,Norris,Norris,413,20,0,0,1,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hélder,Costa,Costa,418,20,0,0,3,FALSE,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan,Cavaleiro,Cavaleiro,419,20,0,0,3,FALSE,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernard,Ashley-Seal,Ashley-Seal,559,20,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor,Perry,Perry,560,20,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owen,Otasowie,Otasowie,566,20,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Cundle,Cundle,567,20,0,0,3,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar,Buur,Buur,587,20,0,0,2,FALSE,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Giles,Giles,607,20,0,0,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo,Campana,Campana,652,20,0,0,4,FALSE,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,Elneny,20,1,0,6,3,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Button,Button,48,4,0,2,1,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beram,Kayal,Kayal,56,4,0,3,3,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Gibson,Gibson,89,5,0,9,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,Driscoll-Glennon,572,5,0,2,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,Stekelenburg,149,8,0,7,1,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Amartey,Amartey,178,9,0,7,3,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy,King,King,480,9,0,9,3,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,Brewster,464,10,0,9,4,FALSE,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Heise,Heise,484,14,0,3,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richard,Stearman,Stearman,296,15,0,9,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winston,Reid,Reid,383,19,0,6,2,FALSE,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed,Steer,Steer,429,2,1,0,1,FALSE,43,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Max,Thompson,Thompson,640,5,1,0,4,FALSE,45,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Akin,Famewo,Famewo,552,14,1,0,2,FALSE,39,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Jordan,Thomas,Thomas,650,14,1,0,2,FALSE,40,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Georges-Kévin,Nkoudou,Nkoudou,527,17,1,0,3,FALSE,50,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,1.8
Kelland,Watts,Watts,599,13,1,0,2,FALSE,39,1,16,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0.2
Jack,Rodwell,Rodwell,591,15,1,0,3,FALSE,45,1,15,0,0,0,0,0,0,0,0,0,0,0,3,1.2,0,0,0.1
Nathan,Tella,Tella,633,16,1,0,3,FALSE,45,1,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,17,2
Pierre-Emerick,Aubameyang,Aubameyang,11,1,205,5,4,TRUE,109,5.7,3136,22,5,10,44,0,0,0,3,1,0,37,807,1006,479.6,1369,285.2
Alexandre,Lacazette,Lacazette,12,1,118,2,4,FALSE,92,3.9,1867,10,7,5,25,0,0,0,8,0,0,16,387,536.4,337.7,861,173.8
David,Luiz Moreira Marinho,David Luiz,106,1,94,2,2,FALSE,57,2.8,2809,2,1,8,42,0,0,0,5,2,0,10,494,701.6,106.7,211,102.1
Nicolas,Pépé,Pépé,488,1,106,2,3,FALSE,89,3.4,2004,5,6,5,30,0,0,0,4,0,0,9,353,500.2,639.4,624,176.5
Conor,Hourihane,Hourihane,28,2,83,2,3,FALSE,57,3.1,1526,3,5,6,29,0,0,0,4,0,0,9,328,384.8,551.8,317,125.3
Jack,Grealish,Grealish,29,2,149,4,3,FALSE,59,4.1,3233,8,7,7,63,0,0,1,8,0,0,19,601,826.6,1209.2,837,287
Mahmoud Ahmed,Ibrahim Hassan,Trézéguet,465,2,98,2,3,FALSE,52,2.9,1936,6,2,6,29,0,0,0,2,1,0,7,270,422.4,303.7,741,145.7
Steve,Cook,Steve Cook,58,3,52,2,2,FALSE,50,1.8,2427,1,0,3,48,0,0,0,6,1,0,5,362,557.2,51.5,159,77.2
Diego,Rico,Rico,65,3,84,2,2,FALSE,42,3.1,2333,0,5,6,38,0,0,0,6,0,0,10,463,596.6,558.9,96,125.5
Joshua,King,King,68,3,99,2,4,FALSE,61,3.8,2010,6,5,4,37,0,0,0,0,0,0,11,313,435.8,412.7,506,135.1
Harry,Wilson,Harry Wilson,505,3,91,2,3,FALSE,57,2.9,1637,7,1,2,32,0,0,0,2,0,0,7,295,377.4,242.1,667,128.5
Lewis,Dunk,Dunk,42,4,128,3,2,FALSE,48,3.6,3230,3,3,9,50,0,0,0,9,0,0,17,674,825.6,171.8,469,146.8
Leandro,Trossard,Trossard,421,4,104,3,3,FALSE,58,3.4,2004,5,5,4,34,0,0,0,0,0,0,9,352,411.4,585.4,540,153.2
Aaron,Connolly,Connolly,534,4,61,7,4,FALSE,42,2.5,1250,3,3,5,22,0,0,0,0,0,0,5,146,150.6,91.4,530,76
James,Tarkowski,Tarkowski,84,5,143,3,2,FALSE,55,3.8,3420,2,3,15,50,0,0,0,10,0,0,14,690,919.8,167.1,410,149.9
Chris,Wood,Wood,91,5,136,3,4,FALSE,62,4.2,2436,14,1,11,33,1,0,0,1,0,0,21,384,552.2,299.6,1070,190.8
Erik,Pieters,Pieters,447,5,77,2,2,FALSE,43,3.2,1876,0,5,6,35,0,0,0,2,0,0,10,359,355.4,273.8,90,71.6
Marcos,Alonso,Alonso,103,6,100,4,2,FALSE,61,5.6,1429,4,4,7,18,0,0,0,4,0,0,11,395,411.8,413.4,420,124.3
César,Azpilicueta,Azpilicueta,105,6,130,4,2,FALSE,61,3.6,3229,2,6,8,53,0,0,0,1,0,0,16,700,905.2,708.7,438,205.4
Willian,Borges Da Silva,Willian,113,6,168,7,3,FALSE,73,4.7,2595,9,9,10,35,0,0,0,4,0,0,26,698,834.8,1177.7,930,294.6
Ross,Barkley,Barkley,117,6,61,2,3,FALSE,56,2.9,1095,1,5,5,14,0,0,0,0,0,0,5,208,266,344.3,373,98.2
Tammy,Abraham,Abraham,460,6,153,4,4,FALSE,73,4.5,2206,15,6,7,34,1,0,0,2,0,0,20,461,659.6,283.2,1301,223.3
Mason,Mount,Mount,463,6,137,2,3,FALSE,60,3.7,2865,7,6,9,44,0,0,0,3,0,0,11,510,641.2,814,974,242.8
Fikayo,Tomori,Tomori,529,6,48,2,2,FALSE,42,3.2,1291,1,0,4,18,0,0,0,3,0,0,7,271,335.4,68.6,79,48.5
Patrick,van Aanholt,van Aanholt,123,7,109,3,2,FALSE,56,3.8,2507,3,2,8,38,1,0,0,0,0,0,12,523,531.2,516,285,133.4
James,McCarthy,McCarthy,157,7,41,2,3,FALSE,42,1.2,1668,0,0,2,29,0,0,0,9,0,0,0,205,268.8,268.3,80,61.8
Lucas,Digne,Digne,141,8,120,4,2,FALSE,59,3.4,3031,0,8,9,49,1,0,0,6,0,0,16,646,743,1112,293,215
Dominic,Calvert-Lewin,Calvert-Lewin,147,8,126,2,4,FALSE,61,3.5,2621,13,1,8,43,0,0,0,9,0,0,15,385,562.8,241.4,1272,206.3
Richarlison,de Andrade,Richarlison,150,8,165,2,3,FALSE,82,4.6,3070,13,5,9,51,0,0,0,8,0,0,13,519,814.6,478.1,1233,252.3
Bernard,Anício Caldeira Duarte,Bernard,152,8,72,2,3,FALSE,64,2.7,1269,3,2,9,12,0,0,0,2,0,0,6,237,315,349.1,236,89.8
Ricardo Domingos,Barbosa Pereira,Pereira,159,9,123,3,2,FALSE,62,4.4,2520,3,2,10,27,0,0,0,1,0,0,11,568,738,446.5,235,141.9
Jonny,Evans,Evans,162,9,128,3,2,FALSE,53,3.4,3384,1,2,13,41,1,0,0,7,1,0,12,707,755.2,131.9,325,121.4
Jamie,Vardy,Vardy,166,9,210,8,4,TRUE,97,6,3032,23,7,11,38,0,0,1,3,0,0,34,775,1026,418.4,1455,288.8
Harvey,Barnes,Barnes,172,9,133,2,3,FALSE,58,3.7,2075,6,10,9,24,0,0,0,0,0,0,9,394,525,517.4,893,193.7
Ayoze,Pérez,Pérez,265,9,129,4,3,FALSE,60,3.9,1998,8,5,9,25,0,0,0,0,0,0,9,402,547.4,443.9,779,177.3
Youri,Tielemans,Tielemans,448,9,117,2,3,FALSE,61,3.2,2823,3,6,12,35,0,0,0,2,0,0,5,531,566.6,805.4,502,187.6
Trent,Alexander-Arnold,Alexander-Arnold,182,10,210,8,2,TRUE,77,5.5,3173,4,15,14,32,0,0,0,5,0,0,24,904,1026.8,1380.3,420,282.8
