first_name,second_name,web_name,id,team,total_points,dreamteam_count,element_type,in_dreamteam,now_cost,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
Indiana,Vassilev,Vassilev,600,2,4,0,3,FALSE,45,1,47,0,0,0,1,0,0,0,0,0,0,0,8,1.2,1.6,7,0.9
Borja,González Tomás,Bastón,623,2,2,0,4,FALSE,53,1,16,0,0,0,2,0,0,0,0,0,0,0,5,0.2,1.7,2,0.4
Charlie,Daniels,Daniels,60,3,3,0,2,FALSE,42,1.5,126,0,0,0,2,0,0,0,0,0,0,0,18,22.4,29.6,0,5.2
Lloyd,Kelly,Kelly,64,3,11,0,2,FALSE,44,1.4,638,0,0,1,15,0,0,0,2,0,0,0,85,73.4,28.4,20,12.2
Jack,Simpson,Simpson,66,3,4,0,2,FALSE,39,1,238,0,0,0,6,0,0,0,0,0,0,0,33,33.6,12.7,18,6.4
Sam,Surridge,Surridge,71,3,4,0,4,FALSE,43,1,25,0,0,0,2,0,0,0,0,0,0,0,3,3.4,10.6,24,3.4
Jordon,Ibe,Ibe,78,3,2,0,3,FALSE,46,1,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0,1.2
Lewis,Cook,Lewis Cook,79,3,40,0,3,FALSE,50,1.5,1340,0,1,2,30,0,0,0,5,0,0,0,183,187.8,183.1,68,43.8
Andrew,Surman,Surman,80,3,6,0,3,FALSE,47,1.2,234,0,0,0,6,0,0,0,1,0,0,0,28,23.6,25.5,8,5.6
Arnaut,Danjuma Groeneveld,Danjuma,492,3,24,0,3,FALSE,58,1.7,625,0,1,2,12,0,0,0,0,0,0,0,60,60.6,82.6,139,27.9
Gaëtan,Bong,Bong,41,4,3,0,2,FALSE,42,0.8,57,0,0,0,3,0,0,0,0,0,0,0,15,16,27.9,6,5
Jürgen,Locadia,Locadia,45,4,3,0,4,FALSE,52,1.5,85,0,0,1,1,0,0,0,0,0,0,0,5,3.2,1.3,30,3.3
Steven,Alzate,Alzate,537,4,33,0,3,FALSE,44,1.7,1181,0,0,3,18,0,0,0,1,0,0,0,183,202,214.1,205,62.3
Ezequiel,Schelotto,Schelotto,546,4,9,0,2,FALSE,39,1.2,357,0,0,0,7,0,0,0,2,0,0,0,40,38.4,12.7,65,11.4
Tariq,Lamptey,Lamptey,586,4,26,0,2,FALSE,41,2.9,619,0,1,3,8,0,0,0,2,0,0,0,136,91.8,82.1,27,20.2
Alexis,Mac Allister,Mac Allister,627,4,12,0,3,FALSE,54,1.3,348,0,0,0,6,0,0,0,0,0,0,0,35,28.4,73.8,66,16.9
Kevin,Long,Long,88,5,21,0,2,FALSE,43,2.6,562,0,0,2,5,0,0,0,0,0,0,0,93,104.8,1.3,24,13
Jack,Cork,Cork,102,5,70,0,3,FALSE,49,2.3,2614,0,0,12,41,0,0,0,1,0,0,0,301,313.2,198.2,311,82.4
Aaron,Lennon,Lennon,430,5,15,0,3,FALSE,46,0.9,485,0,0,0,15,0,0,0,4,0,0,0,51,45,37.8,12,9.6
Josh,Brownhill,Brownhill,620,5,21,0,3,FALSE,48,2.1,805,0,0,4,10,0,0,0,2,0,0,0,111,101.2,58.5,49,20.8
Emerson,Palmieri dos Santos,Emerson,107,6,19,0,2,FALSE,54,1.3,1022,0,0,1,21,0,0,0,3,0,0,0,181,207.8,298.7,225,73.2
Andreas,Christensen,Christensen,108,6,34,0,2,FALSE,48,1.6,1751,0,0,3,33,0,0,0,5,0,0,0,325,353.6,70.9,96,52.1
Ruben,Loftus-Cheek,Loftus-Cheek,115,6,12,0,3,FALSE,59,1.7,203,0,1,1,3,0,0,0,0,0,0,0,37,30.8,30.2,33,9.2
Billy,Gilmour,Gilmour,533,6,9,0,3,FALSE,41,1.5,191,0,0,1,3,0,0,0,0,0,0,0,41,31.4,55.3,5,9.1
Faustino,Anjorin,Anjorin,630,6,1,0,3,FALSE,45,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,9,1
Armando,Broja,Broja,631,6,1,0,4,FALSE,45,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.3,0,0
Mamadou,Sakho,Sakho,125,7,11,0,2,FALSE,50,0.8,929,0,0,0,21,0,0,0,1,1,0,0,148,179.2,15.9,6,20.2
Max,Meyer,Meyer,136,7,23,0,3,FALSE,52,1.4,645,0,0,1,11,0,0,0,1,0,0,0,67,68,68.9,103,23.8
Víctor,Camarasa,Camarasa,510,7,1,0,3,FALSE,45,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.1,0,0
Jairo,Riedewald,Riedewald,539,7,22,0,3,FALSE,45,1.3,761,0,0,0,9,0,0,0,0,0,0,0,116,117,47.1,27,19.1
Tyrick,Mitchell,Mitchell,579,7,4,0,2,FALSE,40,1,193,0,0,0,4,0,0,0,1,0,0,0,23,36.4,58.7,2,9.7
Brandon,Pierrick,Pierrick,580,7,2,0,3,FALSE,45,1,13,0,0,0,0,0,0,0,0,0,0,0,7,6.4,21,2,2.9
Leighton,Baines,Baines,145,8,14,0,2,FALSE,49,1.8,400,0,1,0,8,0,0,0,0,0,0,0,89,81.8,123.8,5,21.2
Morgan,Schneiderlin,Schneiderlin,158,8,18,0,3,FALSE,44,1.2,998,0,0,1,20,0,0,0,4,1,0,0,132,143.2,78.5,32,25.5
Jean-Philippe,Gbamin,Gbamin,497,8,4,0,3,FALSE,48,2,135,0,0,1,0,0,0,0,0,0,0,0,14,20,6.3,0,2.6
Oumar,Niasse,Niasse,570,8,3,0,4,FALSE,45,1,19,0,0,0,2,0,0,0,0,0,0,0,1,7,1.8,0,0.9
Matty,James,James,177,9,1,0,3,FALSE,43,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.1,0,0.1
Nampalys,Mendy,Mendy,179,9,11,0,3,FALSE,43,1.6,288,0,0,1,3,0,0,0,0,0,0,0,71,57.4,51.8,9,11.8
James,Justin,Justin,433,9,35,0,2,FALSE,47,2.7,1010,0,1,4,14,1,0,0,1,0,0,0,196,240.6,195,61,49.6
George,Hirst,Hirst,661,9,2,0,4,FALSE,45,1,9,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.6,25,2.6
Dejan,Lovren,Lovren,186,10,18,0,2,FALSE,53,1.8,776,0,1,0,11,0,0,0,1,0,0,0,147,196.6,28.1,72,29.8
Harvey,Elliott,Elliott,550,10,2,0,3,FALSE,45,1,7,0,0,0,0,0,0,0,0,0,0,0,6,1.8,1.7,0,0.4
Takumi,Minamino,Minamino,590,10,11,0,3,FALSE,58,1.1,241,0,0,0,2,0,0,0,0,0,0,0,20,17.4,29.9,85,12.7
John,Stones,Stones,207,11,34,0,2,FALSE,53,2.1,1118,0,0,3,16,0,0,0,0,0,0,0,231,216.4,53,66,33.7
Leroy,Sané,Sané,216,11,1,0,3,FALSE,91,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0,1.1,11,1
Eric,Garcia,Garcia,544,11,38,0,2,FALSE,45,2.9,790,0,0,5,7,0,0,0,1,0,0,0,189,153,42.2,26,22.2
Tommy,Doyle,Doyle,644,11,1,0,3,FALSE,45,1,15,0,0,0,0,0,0,0,0,0,0,0,3,3.8,2,7,1.3
Ashley,Young,Young,224,12,24,0,2,FALSE,54,2,953,0,0,2,10,0,0,0,5,0,0,0,158,155.6,316.6,18,49.1
Marcos,Rojo,Rojo,227,12,3,0,2,FALSE,48,1,121,0,0,0,2,0,0,0,1,0,0,0,9,20.2,1.9,6,2.8
Eric,Bailly,Bailly,228,12,9,0,2,FALSE,47,2.2,148,0,0,1,1,0,0,0,0,0,0,0,40,32,1,0,3.3
José Diogo,Dalot Teixeira,Dalot,229,12,4,0,2,FALSE,49,1,65,0,0,0,1,0,0,0,0,0,0,0,10,10.4,4.3,6,1.9
Phil,Jones,Jones,231,12,2,0,2,FALSE,47,1,135,0,0,0,3,0,0,0,0,0,0,0,22,21.4,3,23,4.7
Frederico,Rodrigues de Paula Santos,Fred,244,12,50,0,3,FALSE,51,1.7,2157,0,0,6,26,0,0,0,8,0,0,0,358,430.6,542.7,260,123.5
Angel,Gomes,Gomes,245,12,2,0,3,FALSE,47,1,19,0,0,0,1,0,0,0,0,0,0,0,7,4.2,24.8,2,3.1
Tahith,Chong,Chong,249,12,3,0,3,FALSE,42,1,34,0,0,0,0,0,0,0,0,0,0,0,6,1.4,1.1,6,0.7
James,Garner,Garner,250,12,1,0,3,FALSE,43,1,8,0,0,0,1,0,0,0,0,0,0,0,3,2.2,2.8,0,0.5
Axel,Tuanzebe,Tuanzebe,481,12,7,0,2,FALSE,44,1.4,187,0,0,0,3,0,0,0,0,0,0,0,30,17.6,6.2,0,2.4
Odion,Ighalo,Ighalo,624,12,11,0,4,FALSE,59,1,92,0,0,0,0,0,0,0,0,0,0,0,24,23,23.8,135,18.1
Timothy,Fosu-Mensah,Fosu-Mensah,658,12,7,0,2,FALSE,45,2.3,136,0,0,1,1,0,0,0,1,0,0,0,27,12,28.6,6,4.2
Yoshinori,Muto,Muto,260,13,9,0,4,FALSE,51,1.1,207,0,0,0,7,0,0,0,0,0,0,0,25,12.6,15.4,12,3.7
Christian,Atsu,Atsu,267,13,37,0,3,FALSE,53,1.9,738,0,3,3,15,0,0,0,2,0,0,0,104,121.4,186.7,55,36.3
Sung-yueng,Ki,Ki Sung-yueng,268,13,4,0,3,FALSE,47,1.3,135,0,0,0,6,0,0,0,0,0,0,0,18,17.8,39.8,0,5.8
Danny,Rose,Rose,332,13,47,0,2,FALSE,53,2,1753,0,0,5,28,0,0,0,7,0,0,0,290,288.4,230.8,44,56.5
Andy,Carroll,Carroll,520,13,34,0,4,FALSE,54,1.8,617,0,4,2,10,0,0,0,1,0,0,0,87,136.6,162,211,51.1
Nabil,Bentaleb,Bentaleb,612,13,19,0,3,FALSE,47,1.6,747,0,0,2,16,0,0,0,2,0,0,0,113,104.6,101,20,22.5
Timm,Klose,Klose,272,14,9,0,2,FALSE,43,1.3,585,0,0,0,13,0,0,0,0,0,0,0,77,121.2,2.6,42,16.6
Ben,Godfrey,Godfrey,273,14,38,0,2,FALSE,44,1.3,2644,0,0,3,62,1,0,0,3,1,0,0,447,602.8,57,119,78.3
Marco,Stiepermann,Stiepermann,285,14,32,0,3,FALSE,50,1.3,1173,0,0,1,32,0,0,0,6,0,0,0,96,120.2,188.1,277,58.5
Moritz,Leitner,Leitner,288,14,16,0,3,FALSE,43,1.8,683,0,0,1,16,0,0,0,1,0,0,0,102,106.8,127.7,53,28.8
Tom,Trybull,Trybull,290,14,28,0,3,FALSE,43,1.8,1128,0,0,2,25,0,0,0,2,0,0,0,172,198.2,55.4,92,34.7
Patrick,Roberts,Roberts,435,14,3,0,3,FALSE,50,1,24,0,0,0,2,0,0,0,0,0,0,0,12,4.4,0.6,0,0.5
Ibrahim,Amadou,Amadou,507,14,18,0,3,FALSE,45,1.6,756,0,0,1,20,0,0,0,1,0,0,0,122,177.2,18.3,31,22.7
Adam,Idah,Idah,538,14,13,0,4,FALSE,44,1.1,219,0,0,0,9,0,0,0,0,0,0,0,25,13.8,18.2,47,7.1
Ondrej,Duda,Duda,601,14,24,0,3,FALSE,44,2.4,723,0,1,3,9,0,0,0,0,0,0,0,131,115.8,261.6,105,48.3
Lukas,Rupp,Rupp,602,14,19,0,3,FALSE,44,1.6,692,0,0,1,18,0,0,0,1,0,0,0,79,70.2,109.1,88,26.4
Josh,Martin,Martin,632,14,5,0,3,FALSE,45,1,32,0,0,0,2,0,0,0,0,0,0,0,14,6.6,0.8,17,2.5
Kieron,Freeman,Freeman,292,15,2,0,2,FALSE,42,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0.3,0,0
Luke,Freeman,Freeman,441,15,13,0,3,FALSE,50,1.2,360,0,0,1,5,0,0,0,2,0,0,0,38,46.2,77.4,25,14.9
Phil,Jagielka,Jagielka,444,15,6,0,2,FALSE,41,1,240,0,0,0,6,0,0,0,0,0,0,0,50,75.4,4.8,2,8.2
Ravel,Morrison,Morrison,456,15,1,0,3,FALSE,45,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4,0.2
Ben,Osborn,Osborn,472,15,19,0,3,FALSE,47,1.5,590,0,0,2,4,0,0,0,0,0,0,0,84,78.4,108.5,65,25.3
Muhamed,Bešić,Bešić,522,15,9,0,3,FALSE,43,1,243,0,0,0,2,0,0,0,2,0,0,0,40,34.2,21.5,29,8.5
Leon,Clarke,Clarke,547,15,2,0,4,FALSE,44,1,33,0,0,0,2,0,0,0,0,0,0,0,3,4,1.6,6,1
Richairo,Zivkovic,Zivkovic,622,15,5,0,4,FALSE,47,1,107,0,0,0,4,0,0,0,0,0,0,0,15,9.4,28.6,22,6.1
Yan,Valery,Valery,306,16,18,0,2,FALSE,46,1.6,778,0,1,1,20,0,0,0,1,0,0,0,93,112,44.2,77,23.3
Sofiane,Boufal,Boufal,508,16,34,0,3,FALSE,55,1.7,753,0,3,1,17,0,0,0,2,0,0,0,99,149.4,203.7,267,62
Kevin,Danso,Danso,532,16,9,0,2,FALSE,42,1.5,275,0,1,1,8,0,0,0,0,1,0,0,46,58.4,26,6,8.9
Jake,Vokins,Vokins,645,16,2,0,2,FALSE,40,2,90,0,0,0,1,0,0,0,0,0,0,0,10,8.4,16.7,3,2.8
Juan,Foyth,Foyth,335,17,3,0,2,FALSE,48,0.8,66,0,0,0,3,0,0,0,1,0,0,0,9,18.6,12.5,0,3.1
Harry,Winks,Winks,347,17,52,0,3,FALSE,52,1.7,2223,0,0,6,31,0,0,0,9,0,0,0,369,361.8,323.4,74,76.1
Victor,Wanyama,Wanyama,348,17,1,0,3,FALSE,47,0.5,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0,0.2
Eric,Dier,Dier,350,17,36,0,3,FALSE,48,1.9,1340,0,2,3,23,0,0,0,5,0,0,0,172,297.2,100.2,56,45.6
Oliver,Skipp,Skipp,352,17,7,0,3,FALSE,42,1,74,0,0,0,1,0,0,0,0,0,0,0,23,15.2,1.6,0,1.8
Troy,Parrott,Parrott,509,17,2,0,4,FALSE,43,1,6,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0,0
Ryan,Sessegnon,Sessegnon,524,17,9,0,3,FALSE,54,1.5,341,0,0,0,5,0,0,0,0,0,0,0,41,45.4,39.9,34,11.9
Japhet,Tanganga,Tanganga,583,17,17,0,2,FALSE,39,2.8,525,0,0,2,7,0,0,0,1,0,0,0,100,134.4,17.2,20,17.1
Gedson,Carvalho Fernandes,Fernandes,605,17,7,0,3,FALSE,46,1,62,0,0,0,1,0,0,0,0,0,0,0,20,17.2,34.3,20,7.2
José,Holebas,Holebas,353,18,21,0,2,FALSE,46,1.5,1022,0,1,2,28,0,0,0,5,0,0,0,153,171.4,208.4,62,44.1
Francisco,Femenía Far,Kiko Femenía,357,18,54,0,2,FALSE,42,1.9,2236,0,1,5,46,0,0,0,5,0,0,0,366,363.2,320.9,58,74.4
Isaac,Success Ajayi,Success,365,18,4,0,4,FALSE,47,0.8,65,0,0,0,3,0,0,0,1,0,0,0,8,6.2,13.6,17,3.7
Domingos,Quina,Quina,375,18,4,0,3,FALSE,43,1,18,0,0,0,2,0,0,0,0,0,0,0,10,7.4,0.8,7,1.5
João Pedro,Junqueira de Jesus,João Pedro,592,18,3,0,4,FALSE,48,1,22,0,0,0,1,0,0,0,0,0,0,0,8,4.2,6.4,8,1.7
Ignacio,Pussetto,Pussetto,604,18,6,0,3,FALSE,46,0.9,67,0,0,0,3,0,0,0,1,0,0,0,20,29.4,5,2,3.6
Pablo,Zabaleta,Zabaleta,379,19,10,0,2,FALSE,41,1,588,0,0,0,14,0,0,0,2,0,0,0,90,110.4,50.5,12,17.4
Ben,Johnson,Johnson,384,19,6,0,2,FALSE,40,2,270,0,0,0,3,0,0,0,0,0,0,0,32,48,25.2,1,7.4
Jack,Wilshere,Wilshere,394,19,8,0,3,FALSE,46,1,209,0,0,0,5,0,0,0,0,0,0,0,14,6.4,7,4,1.5
Albian,Ajeti,Ajeti,514,19,9,0,4,FALSE,56,1,132,0,0,0,3,0,0,0,0,0,0,0,16,5.2,22.9,47,7.3
Nathan,Holland,Holland,568,19,2,0,3,FALSE,44,1,31,0,0,0,1,0,0,0,0,0,0,0,10,12.6,3.8,9,2.5
Jeremy,Ngakia,Ngakia,593,19,8,0,2,FALSE,40,1.6,440,0,0,0,8,0,0,0,0,0,0,0,48,78,10.7,9,9.8
Max,Kilman,Kilman,408,20,5,0,2,FALSE,39,1.7,184,0,0,0,2,0,0,0,0,0,0,0,24,35.2,1.2,0,3.7
Morgan,Gibbs-White,Gibbs-White,416,20,11,0,3,FALSE,47,1.6,125,0,1,0,2,0,0,0,0,0,0,0,39,6.6,44.1,12,6.3
Jesús,Vallejo Lázaro,Vallejo,473,20,1,0,2,FALSE,46,0.5,162,0,0,0,6,0,0,0,1,0,0,0,22,35.6,7,0,4.3
Bruno André,Cavaco Jordao,Jordao,609,20,1,0,3,FALSE,45,1,6,0,0,0,0,0,0,0,0,0,0,0,4,2.6,10.4,0,1.3
Bernd,Leno,Leno,14,1,114,1,1,FALSE,48,3.8,2649,0,0,7,39,0,1,0,2,0,113,10,591,843.2,0,0,84.1
Emiliano,Martínez,Martínez,427,1,33,0,1,FALSE,44,3.7,770,0,0,3,9,0,0,0,2,0,34,1,169,256.8,0,0,25.8
Ørjan,Nyland,Nyland,27,2,15,0,1,FALSE,43,2.1,537,0,0,1,12,0,0,0,0,0,15,0,90,101.2,0,0,10.2
Tom,Heaton,Heaton,94,2,59,1,1,FALSE,43,3,1794,0,0,4,35,1,0,0,0,0,67,3,346,507.4,0.3,0,50.7
José,Reina,Reina,603,2,41,2,1,FALSE,42,3.4,1080,0,0,2,20,0,1,0,1,0,33,4,203,289.4,10,0,30
Mark,Travers,Travers,74,3,1,0,1,FALSE,42,1,90,0,0,0,3,0,0,0,0,0,2,0,9,15.2,0,0,1.5
Aaron,Ramsdale,Ramsdale,494,3,126,4,1,FALSE,44,3.4,3330,0,1,5,62,0,1,0,0,0,128,13,680,973.8,24,0,99.7
Mathew,Ryan,Ryan,47,4,135,0,1,FALSE,47,3.6,3420,0,0,9,54,0,0,0,0,0,117,14,754,1000,0,0,100.1
Nick,Pope,Pope,93,5,170,3,1,TRUE,52,4.5,3420,0,0,15,50,0,1,0,1,0,120,23,789,900,30.3,2,93.1
Kepa,Arrizabalaga,Kepa,111,6,90,0,1,FALSE,54,2.7,2970,0,0,8,47,0,0,0,0,0,55,0,507,503.6,0,0,50.2
Willy,Caballero,Caballero,112,6,13,0,1,FALSE,48,2.6,450,0,0,1,7,0,0,0,0,0,10,0,74,90.2,0,0,9
Vicente,Guaita,Guaita,131,7,137,3,1,FALSE,49,3.9,3150,0,0,10,42,1,0,0,1,0,111,16,643,827.2,0,0,82.6
Wayne,Hennessey,Hennessey,132,7,7,0,1,FALSE,42,2.3,270,0,0,0,8,0,0,0,0,0,16,0,58,110.4,0,0,11
Jordan,Pickford,Pickford,148,8,117,1,1,FALSE,52,3.1,3420,0,0,9,56,0,0,0,2,0,94,5,626,755.6,13,0,76.7
Kasper,Schmeichel,Schmeichel,168,9,156,2,1,FALSE,55,4.1,3420,0,0,13,41,0,2,0,2,0,97,10,707,863.4,30,2,89.6
Alisson,Ramses Becker,Alisson,189,10,122,1,1,FALSE,62,4.2,2543,0,1,13,24,0,0,0,0,1,58,11,558,503,10,0,51.5
Adrián,San Miguel del Castillo,Adrián,526,10,27,0,1,FALSE,40,2.5,873,0,0,2,10,0,0,0,1,0,18,0,136,131.4,0,0,13.2
Ederson,Santana de Moraes,Ederson,212,11,133,0,1,FALSE,61,3.8,3071,0,0,16,31,0,0,0,3,1,68,2,645,608.6,16,0,62.3
Claudio,Bravo,Bravo,213,11,11,0,1,FALSE,47,2.8,346,0,0,1,7,0,0,0,0,0,8,0,69,57.8,0,0,5.8
David,de Gea,de Gea,235,12,143,3,1,FALSE,53,3.8,3420,0,0,13,36,0,0,0,2,0,95,8,630,695,0,0,69.2
Martin,Dubravka,Dubravka,262,13,143,1,1,FALSE,51,3.8,3420,0,0,11,58,0,0,0,0,0,139,7,719,1019,0,0,102
Tim,Krul,Krul,280,14,109,2,1,FALSE,46,3,3240,0,0,5,68,1,2,0,4,0,131,10,668,1063,0,0,106.3
Michael,McGovern,McGovern,281,14,11,0,1,FALSE,41,5.5,158,0,0,0,6,0,1,0,0,0,7,2,46,65,0,0,6.5
Ralf,Fahrmann,Fahrmann,449,14,1,0,1,FALSE,44,1,21,0,0,0,1,0,0,0,0,0,1,0,6,4,0,0,0.4
Simon,Moore,Moore,436,15,3,0,1,FALSE,43,1.5,180,0,0,0,6,0,0,0,0,0,5,0,23,28,0,0,2.8
Dean,Henderson,Henderson,471,15,160,4,1,FALSE,52,4.4,3240,0,1,13,33,0,1,0,2,0,97,16,688,718.8,10,18,74.8
Alex,McCarthy,McCarthy,318,16,104,2,1,FALSE,45,3.7,2520,0,0,7,35,0,1,0,0,0,79,8,491,652,10,0,66
Angus,Gunn,Gunn,319,16,29,1,1,FALSE,42,2.9,900,0,0,2,25,0,0,0,0,0,30,3,166,219.4,0,0,22.1
Hugo,Lloris,Lloris,340,17,98,1,1,FALSE,53,4.7,1808,0,0,6,21,0,1,0,0,0,80,13,422,564.6,0,0,56.5
Paulo,Gazzaniga,Gazzaniga,341,17,58,1,1,FALSE,41,3.2,1612,0,0,2,26,0,1,0,1,0,59,6,300,449.8,10,0,46.1
Ben,Foster,Foster,366,18,137,1,1,FALSE,49,3.6,3420,0,0,9,64,0,1,0,1,0,117,17,686,904.6,10.1,17,93.5
Lukasz,Fabianski,Fabianski,388,19,83,3,1,FALSE,49,3.3,2117,0,0,5,34,0,1,0,1,0,72,5,414,531.2,0,0,53.2
Roberto,Jimenez Gago,Roberto,450,19,18,0,1,FALSE,44,2.2,686,0,0,0,17,1,0,0,0,0,36,1,134,239,0,0,23.9
David,Martin,Martin,553,19,20,1,1,FALSE,39,4,435,0,0,2,6,0,0,0,1,0,15,2,86,112,0,0,11.2
Darren,Randolph,Randolph,606,19,3,0,1,FALSE,39,1.5,180,0,0,0,5,0,0,0,0,0,6,0,27,49.6,0,0,4.9
Rui Pedro,dos Santos Patrício,Patrício,411,20,153,0,1,FALSE,53,4,3420,0,0,13,40,0,2,0,0,0,90,8,680,741,0,0,74.3
