player_id,first_name,second_name,web_name,team_id,total_points,position_id,now_cost,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
655,Karl,Hein,Hein,1,0,1,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
668,Amario,Cozier-Duberry,Cozier-Duberry,1,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
685,Nathan,Butler-Oyedeji,Butler-Oyedeji,1,0,4,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
710,Jakub,Kiwior,Kiwior,1,2,2,40,1.0,14,0,0,0,1,0,0,0,0,0,0,0,6,2.8,0.1,0.0,0.3
751,Reuell,Walters,Walters,1,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
29,Philippe,Coutinho Correia,Coutinho,2,32,3,66,1.6,777,1,0,3,9,0,0,0,3,0,0,1,98,119.2,152.5,218.0,48.8
31,Emiliano,Martínez Romero,Martínez,2,117,1,50,4.0,2554,0,0,10,33,1,1,0,5,0,82,15,563,702.6,23.0,0.0,72.5
32,Calum,Chambers,Chambers,2,10,2,42,0.9,290,0,0,0,4,0,0,0,2,0,0,0,52,61.2,14.1,3.0,7.7
33,Lucas,Digne,Digne,2,44,2,46,2.0,1293,1,0,3,24,1,0,0,4,0,0,4,204,240.8,257.6,90.0,58.8
34,Bertrand,Traoré,Traoré,2,17,3,49,4.2,118,2,0,1,0,0,0,0,0,0,0,1,53,71.8,22.0,51.0,14.4
35,Robin,Olsen,Olsen,2,9,1,39,3.0,235,0,0,1,7,0,0,0,0,0,9,1,54,69.8,0.0,0.0,6.9
36,Morgan,Sanson,Sanson,2,2,3,43,1.0,10,0,0,0,1,0,0,0,0,0,0,0,6,4.2,0.5,0.0,0.4
37,John,McGinn,McGinn,2,74,3,51,2.7,2062,1,4,9,25,0,0,0,5,0,0,3,289,312.2,262.6,283.0,85.7
38,Kortney,Hause,Hause,2,0,2,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
39,Tyrone,Mings,Mings,2,106,2,45,3.8,2520,0,3,11,34,1,0,0,4,0,0,14,512,523.4,79.0,71.0,67.6
40,Ollie,Watkins,Watkins,2,155,4,76,5.2,2503,14,7,11,35,0,0,0,2,0,0,22,504,767.2,344.0,1178.0,228.9
41,Marvelous,Nakamba,Nakamba,2,0,3,43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
42,Emiliano,Buendía Stati,Buendía,2,100,3,57,3.2,1956,5,2,9,30,0,0,0,0,0,0,8,321,381.0,442.5,468.0,129.3
43,Matty,Cash,Cash,2,53,2,46,2.3,1636,0,2,4,27,0,0,0,3,0,0,3,295,277.6,177.9,67.0,52.3
44,Ezri,Konsa Ngoyo,Konsa,2,91,2,44,2.9,2692,0,0,11,39,0,0,0,5,0,0,4,517,460.4,100.7,62.0,62.5
45,Leon,Bailey,Bailey,2,90,3,44,3.1,1731,4,4,7,31,0,0,0,4,0,0,6,202,297.2,382.3,488.0,116.3
46,Douglas Luiz,Soares de Paulo,Douglas Luiz,2,102,3,48,3.4,2302,3,6,11,30,0,0,0,4,1,0,9,449,513.4,520.5,207.0,124.0
47,Jacob,Ramsey,Ramsey,2,101,3,52,3.6,2018,4,6,10,27,1,0,0,4,0,0,9,374,490.4,392.0,313.0,119.5
49,Tim,Iroegbunam,Iroegbunam,2,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
50,Diego Carlos,Santos Silva,Diego Carlos,2,3,2,47,1.5,180,0,0,0,3,0,0,0,0,0,0,0,17,23.0,2.8,32.0,5.8
51,Anwar,El Ghazi,El Ghazi,2,0,3,48,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
52,Keinan,Davis,Davis,2,0,4,54,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
53,Boubacar,Kamara,Kamara,2,38,3,48,1.9,1566,0,1,3,27,0,0,0,4,0,0,0,215,262.8,121.4,35.0,42.0
54,Cameron,Archer,Archer,2,6,4,42,1.0,43,0,0,0,1,0,0,0,0,0,0,0,13,1.8,2.4,6.0,0.9
55,Jaden,Philogene-Bidace,Philogene-Bidace,2,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
56,Frédéric,Guilbert,Guilbert,2,0,2,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
479,Leander,Dendoncker,Dendoncker,2,29,3,47,1.4,676,0,0,3,11,0,0,0,0,0,0,0,129,120.2,91.2,60.0,27.4
525,Ludwig,Augustinsson,Augustinsson,2,2,2,43,0.7,76,0,0,0,0,0,0,0,1,0,0,0,5,5.6,1.9,35.0,4.2
537,Kaine,Kesler Hayden,Kesler Hayden,2,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
538,Ashley,Young,Young,2,76,2,43,3.3,1628,1,0,8,23,0,0,0,3,0,0,8,326,330.0,191.2,63.0,58.6
638,Lamare,Bogarde,Bogarde,2,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
670,Filip,Marschall,Marschall,2,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
672,Kadan,Young,Kadan Young,2,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
694,Alexandre,Moreno Lopera,Álex Moreno,2,56,2,44,4.3,925,0,3,6,6,0,0,0,3,0,0,4,212,190.4,253.0,117.0,55.7
707,Viljami,Sinisalo,Sinisalo,2,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
711,Jhon,Durán,Durán,2,7,4,55,0.9,78,0,0,0,2,0,0,0,1,0,0,0,5,5.4,3.0,49.0,5.5
744,Sil,Swinkels,Swinkels,2,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
745,Oliwier,Zych,Zych,2,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
753,James,Wright,Wright,2,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
754,Sebastian,Revan,Revan,2,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
755,Travis,Patterson,Patterson,2,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
57,Adam,Smith,Smith,3,66,2,43,2.2,2511,0,1,7,49,0,0,0,9,0,0,5,338,348.2,175.4,82.0,60.6
58,Junior,Stanislas,Stanislas,3,4,3,48,1.0,58,0,0,0,1,0,0,0,0,0,0,0,13,10.0,22.9,7.0,3.9
59,Ryan,Fredericks,Fredericks,3,12,2,44,1.0,527,0,0,0,11,0,0,0,1,0,0,0,63,66.0,26.7,12.0,10.6
60,David,Brooks,Brooks,3,2,3,53,1.0,29,0,0,0,3,0,0,0,0,0,0,0,5,5.0,0.3,5.0,1.0
61,Jamal,Lowe,Lowe,3,2,3,52,1.0,11,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.3,0.0,0.1
62,Kieffer,Moore,Moore,3,52,4,50,2.5,1114,4,0,3,33,0,0,0,0,0,0,3,162,206.0,83.8,230.0,51.7
63,Emiliano,Marcondes,Marcondes,3,1,3,47,1.0,8,0,0,0,1,0,0,0,0,0,0,0,3,1.2,0.0,0.0,0.1
64,Jefferson,Lerma Solís,Lerma,3,75,3,47,2.5,2638,3,0,6,55,1,0,0,5,0,0,2,374,471.4,221.1,241.0,93.2
65,Jack,Stacey,Stacey,3,5,2,43,0.6,292,0,0,0,10,0,0,0,2,0,0,0,34,44.0,8.6,8.0,6.0
66,Dominic,Solanke,Solanke,3,108,4,55,4.2,2238,5,9,7,40,0,0,0,1,0,0,12,285,430.0,211.0,856.0,149.0
67,Lewis,Cook,Cook,3,46,3,49,2.0,1550,0,2,3,36,0,0,0,3,0,0,1,257,290.4,330.1,44.0,66.7
68,Ben,Pearson,Pearson,3,9,3,44,1.3,282,0,0,1,10,0,0,0,1,0,0,0,32,21.0,6.4,9.0,3.7
69,Ryan,Christie,Christie,3,47,3,53,1.9,1314,1,1,2,25,0,0,0,2,0,0,2,151,194.0,254.7,312.0,76.2
70,Philip,Billing,Billing,3,111,3,52,3.7,2294,7,1,8,44,0,0,0,5,0,0,14,416,584.2,314.0,368.0,126.7
71,Chris,Mepham,Mepham,3,36,2,43,1.6,1927,0,0,4,46,2,0,0,7,0,0,6,315,485.4,50.0,97.0,63.2
72,Mark,Travers,Travers,3,25,1,42,2.3,945,0,0,2,31,0,0,0,0,0,31,1,173,253.0,0.0,0.0,25.4
73,Lloyd,Kelly,Kelly,3,43,2,43,2.7,1440,0,2,4,27,0,0,0,3,0,0,3,263,303.4,79.6,20.0,40.5
74,Siriki,Dembélé,Dembélé,3,6,3,47,1.0,104,0,0,0,2,0,0,0,0,0,0,0,20,31.8,52.3,28.0,11.3
75,Jaidon,Anthony,Anthony,3,51,3,52,2.1,1063,3,0,2,26,0,0,0,2,0,0,4,159,254.0,177.7,239.0,67.2
76,Jordan,Zemura,Zemura,3,47,2,43,2.5,1452,0,1,5,31,0,0,0,1,0,0,1,235,269.4,232.8,71.0,57.1
77,Will,Dennis,Dennis,3,0,1,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
404,Jack,Stephens,Stephens,3,35,2,43,2.2,1128,0,0,4,20,0,0,0,3,0,0,1,217,253.4,53.3,51.0,35.9
505,Joe,Rothwell,Rothwell,3,24,3,49,1.6,665,0,1,2,8,0,0,0,1,0,0,0,107,90.4,115.6,18.0,22.4
535,Marcus,Tavernier,Tavernier,3,81,3,47,3.9,1573,4,4,4,33,0,0,0,1,0,0,9,263,388.8,295.4,399.0,108.1
539,James,Hill,Hill,3,0,2,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
571,Darren,Randolph,Randolph,3,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
574,Norberto,Murara Neto,Neto,3,75,1,45,3.6,1845,0,0,5,28,0,0,0,4,0,78,8,395,573.0,0.0,0.0,57.3
576,Marcos,Senesi,Senesi,3,59,2,44,2.3,2062,2,0,4,49,0,0,0,4,0,0,5,386,512.4,75.9,106.0,69.5
597,Christian,Saydee,Saydee,3,0,4,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
598,Owen,Bevan,Bevan,3,1,2,40,1.0,8,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0
649,Cameron,Plain,Plain,3,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
695,Daniel,Adu-Adjei,Adu-Adjei,3,0,4,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
696,Michael,Dacosta Gonzalez,Dacosta Gonzalez,3,0,3,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
697,Dominic,Sadi,Sadi,3,0,4,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
705,Dango,Ouattara,Ouattara,3,38,3,50,3.2,843,1,3,1,15,0,0,0,1,0,0,4,121,207.0,175.5,214.0,59.6
706,Euan,Pollock,Pollock,3,0,4,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
714,Antoine,Semenyo,Semenyo,3,11,4,50,1.2,237,0,0,0,5,0,0,0,0,0,0,0,26,15.6,14.7,15.0,4.4
718,Matías,Viña,Viña,3,11,2,45,2.2,65,1,0,0,2,0,0,0,0,0,0,0,40,54.8,12.4,19.0,8.6
722,Illia,Zabarnyi,Zabarnyi,3,1,2,45,1.0,5,0,0,0,1,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0
723,Hamed,Traorè,H.Traorè,3,14,3,45,2.0,425,0,0,2,8,0,0,0,0,0,0,0,60,84.0,218.5,36.0,33.8
737,Ben,Greenwood,Greenwood,3,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
738,Max,Kinsey-Wellings,Kinsey-Wellings,3,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
78,Pontus,Jansson,Jansson,4,29,2,42,2.4,722,1,0,2,14,0,0,0,0,0,0,0,147,176.2,2.5,53.0,23.4
79,Christian,Nørgaard,Nørgaard,4,71,3,53,3.4,1718,1,6,6,23,0,0,0,5,0,0,6,309,373.8,173.0,269.0,81.6
80,Ivan,Toney,Toney,4,162,4,78,5.6,2601,18,4,9,39,0,0,1,9,0,0,31,542,847.2,353.8,1174.0,237.2
81,David,Raya Martin,Raya,4,133,1,49,4.3,2790,0,0,9,42,1,0,0,1,0,131,18,683,957.0,20.1,4.0,98.4
82,Sergi,Canós Tenés,Canós,4,5,2,50,1.0,73,0,0,0,2,0,0,0,0,0,0,0,14,7.0,13.5,6.0,2.8
83,Josh,Dasilva,Dasilva,4,67,3,41,2.2,1288,3,2,5,17,0,0,0,1,0,0,0,227,261.0,189.9,157.0,60.8
84,Kristoffer,Ajer,Ajer,4,29,2,45,3.2,763,0,0,4,14,0,0,0,0,0,0,0,129,96.8,24.7,27.0,15.1
85,Rico,Henry,Henry,4,90,2,46,3.0,2660,0,3,8,42,0,0,0,0,0,0,3,406,395.6,333.8,184.0,91.4
86,Vitaly,Janelt,Janelt,4,69,3,55,2.5,1615,3,1,4,25,0,0,0,1,0,0,5,284,352.6,179.7,213.0,74.7
87,Saman,Ghoddos,Ghoddos,4,12,3,48,1.0,106,0,0,0,5,0,0,0,0,0,0,0,44,23.0,40.6,17.0,8.0
88,Mathias,Jensen,Jensen,4,116,3,48,3.7,2363,5,6,8,36,0,0,0,4,0,0,11,433,577.4,656.1,198.0,143.2
89,Yoane,Wissa,Wissa,4,83,3,53,2.7,1229,5,3,4,15,0,0,0,2,0,0,4,218,271.4,145.0,287.0,69.8
90,Mads,Roerslev Rasmussen,Roerslev,4,39,2,43,2.4,1004,0,0,4,12,0,0,0,0,0,0,0,170,152.8,105.5,44.0,30.2
91,Mads,Bech Sørensen,Bech,4,4,2,45,1.0,18,0,0,0,0,0,0,0,0,0,0,0,12,2.6,0.2,0.0,0.2
92,Ethan,Pinnock,Pinnock,4,76,2,44,3.3,2070,2,0,7,30,1,0,0,0,0,0,2,422,639.4,80.2,241.0,96.1
93,Frank,Onyeka,Onyeka,4,20,3,48,1.4,496,0,1,1,8,0,0,0,0,0,0,0,61,78.6,60.9,59.0,19.9
94,Shandon,Baptiste,Baptiste,4,20,3,45,1.2,505,0,1,1,6,0,0,0,1,1,0,0,93,74.4,110.8,48.0,23.3
95,Bryan,Mbeumo,Mbeumo,4,104,4,58,3.4,2339,5,6,8,35,0,0,0,4,0,0,10,370,434.0,625.0,636.0,169.3
96,Charlie,Goode,Goode,4,0,2,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
97,Marcus,Forss,Forss,4,0,4,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
98,Dominic,Thompson,Thompson,4,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
99,Mads,Bidstrup,Bidstrup,4,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
100,Ellery,Balcombe,Balcombe,4,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
510,Aaron,Hickey,Hickey,4,40,2,49,2.1,1409,0,2,3,26,0,0,0,6,0,0,2,216,177.0,60.8,81.0,31.9
515,Keane,Lewis-Potter,Lewis-Potter,4,14,3,52,1.4,313,0,1,0,4,0,0,0,0,0,0,0,37,42.0,64.0,114.0,21.9
517,Thomas,Strakosha,Strakosha,4,0,1,43,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
526,Ben,Mee,Mee,4,112,2,51,3.7,2639,3,1,9,36,0,0,0,2,0,0,9,500,608.0,65.8,215.0,89.1
540,Fin,Stevens,Stevens,4,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
541,Halil,Dervişoğlu,Dervişoğlu,4,4,4,45,4.0,6,0,1,0,0,0,0,0,0,0,0,0,11,0.0,0.0,10.0,1.0
580,Mikkel,Damsgaard,Damsgaard,4,23,3,50,1.2,671,0,0,1,12,0,0,0,3,0,0,0,109,105.2,151.8,79.0,33.5
595,Mathias,Jorgensen,Zanka,4,24,2,39,1.7,815,0,0,2,14,1,0,0,1,0,0,0,125,166.0,16.7,36.0,22.2
632,Ryan,Trevitt,Trevitt,4,0,3,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
633,Matthew,Cox,Cox,4,0,1,39,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
646,Tristan,Crama,Crama,4,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
650,Yegor,Yarmolyuk,Yarmolyuk,4,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
688,Kevin,Schade,Schade,4,17,3,49,1.5,364,0,1,1,5,0,0,0,1,0,0,0,48,46.2,61.0,95.0,20.2
752,Michael,Olakigbe,Olakigbe,4,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
101,Adam,Lallana,Lallana,5,47,3,48,2.9,717,2,1,5,10,0,0,0,0,0,0,4,146,144.2,186.7,152.0,48.5
102,Jason,Steele,Steele,5,28,1,39,4.7,540,0,1,3,7,0,0,0,1,0,13,3,136,131.4,13.0,0.0,14.4
103,Danny,Welbeck,Welbeck,5,67,4,65,2.9,1469,4,4,5,21,0,0,0,0,0,0,2,209,266.6,275.1,640.0,118.4
104,Pascal,Groß,Groß,5,121,3,54,4.2,2542,6,6,9,37,0,0,0,4,0,0,10,545,679.2,968.4,460.0,211.0
106,Lewis,Dunk,Dunk,5,93,2,47,3.2,2610,1,1,9,37,1,0,0,2,0,0,7,505,530.2,126.1,190.0,84.7
107,Solly,March,March,5,139,3,52,4.8,2515,6,9,10,36,0,0,0,2,0,0,16,510,735.8,841.6,875.0,245.3
108,Adam,Webster,Webster,5,63,2,45,2.7,1694,0,0,7,22,1,0,0,1,0,0,3,332,296.8,77.1,97.0,47.1
109,Joël,Veltman,Veltman,5,89,2,46,3.3,1986,1,1,9,26,0,0,0,3,0,0,6,424,390.6,176.6,145.0,71.6
113,Robert,Sánchez,Sánchez,5,82,1,45,3.6,2070,0,0,6,30,0,1,0,2,0,48,10,380,439.4,0.1,0.0,44.0
114,Tariq,Lamptey,Lamptey,5,23,2,42,1.1,439,0,0,1,7,0,0,0,1,0,0,0,91,70.6,87.2,48.0,20.6
115,Steven,Alzate,Alzate,5,0,3,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
116,Alexis,Mac Allister,Mac Allister,5,107,3,55,4.1,2245,8,1,8,32,1,0,0,7,0,0,14,433,570.6,493.0,568.0,163.2
117,Jakub,Moder,Moder,5,0,3,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
118,Enock,Mwepu,Mwepu,5,11,3,53,1.8,209,0,1,0,4,0,0,0,0,0,0,0,29,48.8,39.0,34.0,12.2
119,Jeremy,Sarmiento Morante,Sarmiento,5,16,3,45,1.8,168,0,2,1,2,0,0,0,1,0,0,0,40,46.6,38.2,50.0,12.9
120,Moisés,Caicedo Corozo,Caicedo,5,63,3,50,2.2,2438,1,1,8,33,0,0,0,8,0,0,0,406,475.4,531.3,171.0,117.9
121,Taylor,Richards,Richards,5,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
122,Haydon,Roberts,Roberts,5,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
123,Deniz,Undav,Undav,5,17,4,50,1.3,249,0,1,1,1,0,0,0,0,0,0,0,30,22.8,71.7,202.0,29.5
124,Kaoru,Mitoma,Mitoma,5,114,3,57,4.8,1624,7,7,6,21,0,0,0,0,0,0,11,400,490.8,397.6,601.0,148.8
125,Julio,Enciso,Enciso,5,27,4,46,2.5,246,2,1,1,3,0,0,0,1,0,0,5,81,113.2,53.9,208.0,37.3
126,Kacper,Kozłowski,Kozłowski,5,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
149,Billy,Gilmour,Gilmour,5,7,3,42,1.0,160,0,0,0,4,0,0,0,1,0,0,0,27,14.0,19.9,11.0,4.5
542,Kjell,Scherpen,Scherpen,5,0,1,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
543,Matt,Clarke,Clarke,5,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
544,Jan Paul,van Hecke,Van Hecke,5,4,2,40,1.0,85,0,0,0,2,0,0,0,0,0,0,0,20,15.8,3.7,10.0,3.0
559,Levi,Colwill,Colwill,5,25,2,44,2.5,710,0,0,2,12,0,0,0,0,0,0,3,140,106.4,38.4,14.0,16.1
586,Pervis,Estupiñán,Estupiñán,5,89,2,48,3.4,1927,0,5,7,30,0,0,0,3,0,0,11,423,406.2,528.5,202.0,113.8
596,Evan,Ferguson,Ferguson,5,45,4,46,3.5,595,4,2,5,5,0,0,0,1,0,0,5,152,203.2,81.2,230.0,51.6
640,Ed,Turns,Turns,5,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
651,Andrew,Moran,Moran,5,1,3,45,1.0,11,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
652,James,Furlong,Furlong,5,0,2,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
677,Jack,Hinshelwood,Hinshelwood,5,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
679,Facundo,Buonanotte,Buonanotte,5,7,3,45,1.8,53,0,1,0,1,0,0,0,0,0,0,0,20,20.4,33.3,12.0,6.3
