player_id,first_name,second_name,web_name,team_id,total_points,position_id,now_cost,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
182,Pablo,Hernández Domínguez,Hernández,10,0,3,55,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
183,Francisco,Casilla Cortés,Casilla,10,0,1,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
184,Liam,Cooper,Cooper,10,60,2,44,2.9,1814,0,2,5,26,0,0,0,5,0,0,5,352,413.4,53.4,65.0,53.4
185,Luke,Ayling,Ayling,10,55,2,43,2.1,2272,2,3,2,66,0,0,0,4,1,0,8,405,603.2,186.5,238.0,102.5
186,Mateusz,Klich,Klich,10,61,3,51,1.8,2071,1,2,1,52,0,0,0,5,0,0,4,277,340.4,434.6,484.0,125.6
187,Rodrigo,Moreno,Rodrigo,10,85,4,63,2.7,2263,6,2,5,37,0,0,0,9,0,0,11,351,430.2,558.3,602.0,159.0
188,Stuart,Dallas,Dallas,10,80,3,49,2.4,2920,1,1,5,66,0,0,0,5,0,0,6,473,615.8,509.6,288.0,141.8
189,Patrick,Bamford,Bamford,10,28,4,77,3.1,557,2,2,0,14,0,0,0,2,0,0,2,90,125.8,69.0,289.0,47.9
190,Diego,Llorente,Llorente,10,77,2,45,2.8,2341,3,0,5,44,0,0,0,7,0,0,6,432,521.8,40.1,142.0,70.7
191,Kalvin,Phillips,Phillips,10,39,3,47,1.9,1594,0,1,3,25,0,0,0,4,0,0,1,209,270.8,151.0,99.0,52.4
192,Hélder Wander,Sousa de Azevedo e Costa,Costa,10,1,3,54,1.0,21,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.4,1.0,0.0
193,Tyler,Roberts,Roberts,10,34,3,48,1.5,976,1,1,1,26,0,0,0,5,0,0,1,105,160.4,189.8,296.0,64.9
194,Robin,Koch,Koch,10,23,2,43,1.1,1572,0,0,1,40,0,0,0,3,0,0,0,186,201.2,70.3,121.0,39.5
195,Ian Carlo,Poveda-Ocampo,Poveda,10,0,3,45,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
196,Raphael,Dias Belloli,Raphinha,10,145,3,63,4.1,2916,11,4,5,68,0,0,0,7,0,0,14,457,770.8,928.6,915.0,261.6
197,Jamie,Shackleton,Shackleton,10,19,3,44,1.4,704,0,1,1,14,0,0,0,4,0,0,0,94,126.6,29.0,62.0,21.9
198,Pascal,Struijk,Struijk,10,35,2,43,1.2,2050,1,1,1,53,0,0,0,6,1,0,0,339,481.0,134.8,191.0,80.8
199,Illan,Meslier,Meslier,10,106,1,48,2.8,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9
267,Jack,Harrison,Harrison,10,117,3,55,3.3,2638,8,1,3,68,0,0,0,3,0,0,12,408,614.6,591.8,687.0,188.5
287,Daniel,James,James,10,91,3,60,2.7,2489,4,5,5,51,0,0,0,7,1,0,2,221,336.4,348.1,810.0,148.1
463,Héctor Junior,Firpo Adames,Firpo,10,22,2,47,0.9,1709,0,2,1,49,1,0,0,11,0,0,4,219,320.4,289.4,142.0,75.1
490,Kristoffer,Klaesson,Klaesson,10,2,1,43,2.0,35,0,0,0,0,0,0,0,0,0,4,0,12,25.4,0.0,0.0,2.5
550,Sam,Greenwood,Greenwood,10,15,4,46,2.1,231,0,2,0,5,0,0,0,0,0,0,0,54,51.6,49.4,39.0,13.9
551,Crysencio,Summerville,Summerville,10,6,3,45,1.0,126,0,0,0,1,0,0,0,0,0,0,0,20,18.6,32.0,36.0,8.6
552,Adam,Forshaw,Forshaw,10,38,3,45,1.7,1526,0,1,2,41,0,0,0,5,0,0,0,204,217.2,195.3,119.0,53.3
